Title: Vitamin and mineral requirements in human nutrition by age and sex
"Source: https://www.who.int/activities/establishing-global-nutrient-requirements; @book{FAOWHO1998,  title = {Vitamin and Mineral Requirements in Human Nutrition: Report of a Joint FAO/WHO Expert Consultation, Bangkok, Thailand, 21–30 September 1998},  author = {{Joint FAO/WHO Expert Consultation on Human Vitamin and Mineral Requirements (1998 : Bangkok, Thailand)}},  year = {1998},  publisher = {World Health Organization},  address = {Geneva},  isbn = {9241546123},  note = {LC/NLM Classification: QU 145},  keywords = {Vitamins, Micronutrients, Trace elements, Deficiency diseases, Nutritional requirements}"
########
variable,micronutrient,Units,mean_requirement,min_requirement,max_requirement
Population|Female|Aged0-4,vitamin A,mcg/day,190,,400
Population|Female|Aged5-9,vitamin A,mcg/day,215,,475
Population|Female|Aged10-14,vitamin A,mcg/day,365,,600
Population|Female|Aged15-19,vitamin A,mcg/day,365,,600
Population|Female|Aged20-24,vitamin A,mcg/day,370,,500
Population|Female|Aged25-29,vitamin A,mcg/day,370,,500
Population|Female|Aged30-34,vitamin A,mcg/day,370,,500
Population|Female|Aged35-39,vitamin A,mcg/day,370,,500
Population|Female|Aged40-44,vitamin A,mcg/day,370,,500
Population|Female|Aged45-49,vitamin A,mcg/day,370,,500
Population|Female|Aged50-54,vitamin A,mcg/day,370,,500
Population|Female|Aged55-59,vitamin A,mcg/day,370,,500
Population|Female|Aged60-64,vitamin A,mcg/day,370,,500
Population|Female|Aged65-69,vitamin A,mcg/day,370,,500
Population|Female|Aged70-74,vitamin A,mcg/day,300,,600
Population|Female|Aged75-79,vitamin A,mcg/day,300,,600
Population|Female|Aged80-84,vitamin A,mcg/day,300,,600
Population|Female|Aged85-89,vitamin A,mcg/day,300,,600
Population|Female|Aged90-94,vitamin A,mcg/day,300,,600
Population|Female|Aged95-99,vitamin A,mcg/day,300,,600
Population|Female|Aged100+,vitamin A,mcg/day,300,,600
Population|Male|Aged0-4,vitamin A,mcg/day,190,,400
Population|Male|Aged5-9,vitamin A,mcg/day,215,,475
Population|Male|Aged10-14,vitamin A,mcg/day,365,,600
Population|Male|Aged15-19,vitamin A,mcg/day,365,,600
Population|Male|Aged20-24,vitamin A,mcg/day,300,,600
Population|Male|Aged25-29,vitamin A,mcg/day,300,,600
Population|Male|Aged30-34,vitamin A,mcg/day,300,,600
Population|Male|Aged35-39,vitamin A,mcg/day,300,,600
Population|Male|Aged40-44,vitamin A,mcg/day,300,,600
