INPUT_TABLE
Variable ID
L2_SubsectorShrwtFllt

Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2015,0
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2020,2
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2025,4
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2030,6
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2035,8
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2040,10
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2045,12
Africa_Eastern,FoodDemand_NonStaples,Protein,Plant,2050,14
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2015,0
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2020,1.170204
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2025,2.340408
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2030,3.510612
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2035,4.680816
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2040,5.85102
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2045,7.021224
Africa_Northern,FoodDemand_NonStaples,Protein,Plant,2050,8.191428
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2015,0
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2020,2
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2025,4
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2030,6
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2035,8
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2040,10
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2045,12
Africa_Southern,FoodDemand_NonStaples,Protein,Plant,2050,14
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2015,0
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2020,2
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2025,4
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2030,6
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2035,8
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2040,10
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2045,12
Africa_Western,FoodDemand_NonStaples,Protein,Plant,2050,14
Argentina,FoodDemand_NonStaples,Protein,Plant,2015,0
Argentina,FoodDemand_NonStaples,Protein,Plant,2020,1.0177862
Argentina,FoodDemand_NonStaples,Protein,Plant,2025,2.0355724
Argentina,FoodDemand_NonStaples,Protein,Plant,2030,3.0533586
Argentina,FoodDemand_NonStaples,Protein,Plant,2035,4.0711448
Argentina,FoodDemand_NonStaples,Protein,Plant,2040,5.088931
Argentina,FoodDemand_NonStaples,Protein,Plant,2045,6.1067172
Argentina,FoodDemand_NonStaples,Protein,Plant,2050,7.1245034
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2015,0
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2020,1.074912
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2025,2.149824
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2030,3.224736
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2035,4.299648
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2040,5.37456
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2045,6.449472
Australia_NZ,FoodDemand_NonStaples,Protein,Plant,2050,7.524384
Brazil,FoodDemand_NonStaples,Protein,Plant,2015,0
Brazil,FoodDemand_NonStaples,Protein,Plant,2020,1.131023
Brazil,FoodDemand_NonStaples,Protein,Plant,2025,2.262046
Brazil,FoodDemand_NonStaples,Protein,Plant,2030,3.393069
Brazil,FoodDemand_NonStaples,Protein,Plant,2035,4.524092
Brazil,FoodDemand_NonStaples,Protein,Plant,2040,5.655115
Brazil,FoodDemand_NonStaples,Protein,Plant,2045,6.786138
Brazil,FoodDemand_NonStaples,Protein,Plant,2050,7.917161
Canada,FoodDemand_NonStaples,Protein,Plant,2015,0
Canada,FoodDemand_NonStaples,Protein,Plant,2020,1.145637
Canada,FoodDemand_NonStaples,Protein,Plant,2025,2.291274
Canada,FoodDemand_NonStaples,Protein,Plant,2030,3.436911
Canada,FoodDemand_NonStaples,Protein,Plant,2035,4.582548
Canada,FoodDemand_NonStaples,Protein,Plant,2040,5.728185
Canada,FoodDemand_NonStaples,Protein,Plant,2045,6.873822
Canada,FoodDemand_NonStaples,Protein,Plant,2050,8.019459
